,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
10,SMCOETweet,Excellence and equity in education. Every student. Every teacher. Every school.,San Mateo County,625,1630,3820,1,"Don't miss our upcoming Parenting Series webinar with @acsteenson 4/28, 6:30-7:30pm, to learn how to create healthy… https://t.co/MMi8uMOqr3",[]
11,1MHI_Team,Multicultural Health Institute was founded in 1995 & is devoted to the research and dissemination of information concerning multicultural health disparities,"Sarasota, Fl 34234",104,48,342,0,"For Tobacco-Free Week, we wanted to highlight the importance of knowing the harm that smoking can cause and knowing… https://t.co/bErAT2gxQD",[]
12,JoeyHentzler,"Proud Kansan. Here for the fight. 🌻 ""Raise less corn and more hell."" - Mary Lease | Opinions + misspellings are mine.",,1397,857,3408,0,Consider joining our growing coalition by filling out this form: https://t.co/nDfxdIoy6L #TobaccoFree #LawrenceCityComm,"['TobaccoFree', 'LawrenceCityComm']"
13,JoeyHentzler,"Proud Kansan. Here for the fight. 🌻 ""Raise less corn and more hell."" - Mary Lease | Opinions + misspellings are mine.",,1397,857,3408,0,"Other organizational supporters of LiveWell's #TobaccoFree Policy Initiative include @DCCCAInc, @justfoodkansas,… https://t.co/v29YNptimG",['TobaccoFree']
14,JoeyHentzler,"Proud Kansan. Here for the fight. 🌻 ""Raise less corn and more hell."" - Mary Lease | Opinions + misspellings are mine.",,1397,857,3408,0,"Monica Dittmer, CEO of @BGCLK,  ""supports a tobacco-free community because one of the Club's long-term goals is hea… https://t.co/WsJhvY9fua",[]
15,JoeyHentzler,"Proud Kansan. Here for the fight. 🌻 ""Raise less corn and more hell."" - Mary Lease | Opinions + misspellings are mine.",,1397,857,3408,0,"Dr. Vincent T Francisco with @KUCommHealth says, ""Given the direct connection between tobacco and many catastrophic… https://t.co/jFgaaYCOow",[]
16,JoeyHentzler,"Proud Kansan. Here for the fight. 🌻 ""Raise less corn and more hell."" - Mary Lease | Opinions + misspellings are mine.",,1397,857,3408,0,"Rhonda Hutchinson with KS School Nurses Org says, ""Most tobacco use starts during youth &amp; young adulthood. Tobacco… https://t.co/DhHiA3L5cO",[]
17,JoeyHentzler,"Proud Kansan. Here for the fight. 🌻 ""Raise less corn and more hell."" - Mary Lease | Opinions + misspellings are mine.",,1397,857,3408,0,Vaping is erasing decades of progress to eliminate youth tobacco use. Cities can take action to protect young peopl… https://t.co/GiGM7OOFUl,[]
18,LiveWellDGKS,"Communities where we all thrive. 
Our mission: leading a movement to build communities that support the health and well-being of all.","Douglas County, KS",1089,2248,2083,1,Consider joining our growing coalition by filling out this form: https://t.co/nDfxdIoy6L #TobaccoFree #LawrenceCityComm,"['TobaccoFree', 'LawrenceCityComm']"
19,LiveWellDGKS,"Communities where we all thrive. 
Our mission: leading a movement to build communities that support the health and well-being of all.","Douglas County, KS",1089,2248,2083,1,"Other organizational supporters of LiveWell's #TobaccoFree Policy Initiative include @DCCCAInc, @justfoodkansas,… https://t.co/v29YNptimG",['TobaccoFree']
20,LiveWellDGKS,"Communities where we all thrive. 
Our mission: leading a movement to build communities that support the health and well-being of all.","Douglas County, KS",1089,2248,2083,1,"Monica Dittmer, CEO of @BGCLK,  ""supports a tobacco-free community because one of the Club's long-term goals is hea… https://t.co/WsJhvY9fua",[]
21,LiveWellDGKS,"Communities where we all thrive. 
Our mission: leading a movement to build communities that support the health and well-being of all.","Douglas County, KS",1089,2248,2083,1,"Dr. Vincent T Francisco with @KUCommHealth says, ""Given the direct connection between tobacco and many catastrophic… https://t.co/jFgaaYCOow",[]
22,LiveWellDGKS,"Communities where we all thrive. 
Our mission: leading a movement to build communities that support the health and well-being of all.","Douglas County, KS",1089,2248,2083,1,"Rhonda Hutchinson with KS School Nurses Org says, ""Most tobacco use starts during youth &amp; young adulthood. Tobacco… https://t.co/DhHiA3L5cO",[]
23,LiveWellDGKS,"Communities where we all thrive. 
Our mission: leading a movement to build communities that support the health and well-being of all.","Douglas County, KS",1089,2248,2083,1,Vaping is erasing decades of progress to eliminate youth tobacco use. Cities can take action to protect young peopl… https://t.co/GiGM7OOFUl,[]
24,AnnStaples,Tobacco Control Media and Public Health Professional,"Pineville, NC (near Charlotte)",343,365,6172,0,Congratulations to Charlotte Rescue Mission for being leaders in promoting &amp; empowering wellness among their reside… https://t.co/ooUwWgrZI2,[]
25,GillLamb8,"Stop smoking advisor NHS Forth Valley",,129,35,310,0,ASH Scotland sends a warm welcome to the organisations who have recently signed Scotland's Charter for a… https://t.co/4FOc7BciLS,['Tobaccofree']
26,HCADA,"To strengthen community substance abuse prevention and treatment efforts through advocacy, collaboration and coordination with all segments of the community.","Hillsborough County, FL",1103,734,4130,0,"Let's celebrate Tobacco-Free Florida Week and encourage our friends, loved ones and community to #SayNoToTobacco!… https://t.co/rt2iAcovOo",['SayNoToTobacco']
27,jimororke,Development Officer @ASHScotland. Smoking and mental health and smoking and deprivation. http://www.impact.scot RT not an endorsement. All views my own.,Scotland,515,374,7697,0,ASH Scotland sends a warm welcome to the organisations who have recently signed Scotland's Charter for a… https://t.co/4FOc7BciLS,['Tobaccofree']
28,TobaccoFreeMeck,"Tobacco-Free Mecklenburg is a network of organizations & individuals supporting a culture of health through tobacco-free living in Mecklenburg County, NC","Charlotte, North Carolina",765,538,4340,1,Congratulations to Charlotte Rescue Mission for being leaders in promoting &amp; empowering wellness among their reside… https://t.co/ooUwWgrZI2,[]
29,shikhareticent,"Anthropoid/Scholar/Public Health Nutritionist
                    Actively working on smokeless tobacco cessation","New Delhi, India",205,65,58,0,Our expert @ayadav24 shared his insights on guidelines adopted for implementing Article 5.3 of #WHO #FCTC and why i… https://t.co/Hp4Qc0FGM1,"['WHO', 'FCTC']"
30,ASHScotland,"Our vision is of a healthier Scotland, free from the harm and inequality caused by tobacco. We tweet news and views on tobacco in Scotland, the UK and wider.",Edinburgh,737,3241,8292,2,ASH Scotland sends a warm welcome to the organisations who have recently signed Scotland's Charter for a… https://t.co/4FOc7BciLS,[]
31,jjcalegiftshop,"Stockists of fine Cuban and non-Cuban cigars, cheroots, humidors, cigar cutters, lighters, cigar accessories, pipes and pipe tobacco and pipe accessories + more",South Africa,27,9,94,0,"White Fox and White Fox Full Charge.

Tobacco-Free snus

Order Online: https://t.co/iBWQMfMhgS

#snus #whitefox… https://t.co/qVY09xH6ym","['snus', 'whitefox']"
32,LAQuits,We're the #quitsmoking + #quitvaping team @lapublichealth tweeting tips to help you live Stronger. Healthier. Tobacco Free. 💪 Call a Quit Coach 📲@1800NOBUTTS.,Los Angeles County,361,1094,4439,0,It can be challenging to stay quit during a stressful time. 📲 Talk to a Quit Coach at 1-800-NO-BUTTS to make – or u… https://t.co/hddGpx5xSG,[]
33,CaseySteckling,"Person in long-term recovery, husband, father, counselor, non-profit founder #DaytonRecovers and sometimes funny. 
#LegalizeFreedom","Kettering, OH",544,163,347,0,46 days tobacco free for this goober and my other two goobers #TobaccoFree #Fatherhood #FamilyFirst… https://t.co/dsiP8l5E9z,"['TobaccoFree', 'Fatherhood', 'FamilyFirst']"
34,GreenAssam,Sustainability is the key.,,4998,681,6608,0,Today let's recognize the impact of single use plastics. #Vape devices are #plasticpollution. Quit today for a heal… https://t.co/TWXftmIU2C,"['Vape', 'plasticpollution']"
35,Plasticsimpact,"We are Rising awareness about hazardous #impact's of plastics.♻️

A Small organisation working for #plasticfree world.
IG: http://Instagram.com/plasticsimpact",www.plasticsimpact@gmail.com,61,2465,6712,0,Today let's recognize the impact of single use plastics. #Vape devices are #plasticpollution. Quit today for a heal… https://t.co/TWXftmIU2C,"['Vape', 'plasticpollution']"
36,HCADA,"To strengthen community substance abuse prevention and treatment efforts through advocacy, collaboration and coordination with all segments of the community.","Hillsborough County, FL",1103,734,4130,0,It's Tobacco-Free Florida Week! This week is dedicated to quitting the use of tobacco. https://t.co/H96VrJfEZq… https://t.co/cyVF2rQFMY,[]
37,UMMHealthy,"The University of Michigan’s health and well-being service for U-M faculty, staff, students and the general public.",Ann Arbor,465,2975,6915,0,You can help them quit for good. #TobaccoFree https://t.co/0T66R8DV3r,['TobaccoFree']
38,Jmmarshal1,Science/Metallurgy/Chemistry,,17,5,2042,0,"Black Americans are disproportionately affected by tobacco use (⬆️morbidity + mortality). -Monica Webb Hooper, PhD… https://t.co/DsSBR8mAkq",[]
39,CoreyHebertMD,"Physician/Author/Chief Medical Editor@BNC Med. Expert NBC/CNN/CBS Chief Medical Editor @WDSU/NBC, CEO, College Health TV, http://www.epresskitz.com/chebert",THE DOCTOR FOR THE PEOPLE,309,12397,3940,0,"Black Americans are disproportionately affected by tobacco use (⬆️morbidity + mortality). -Monica Webb Hooper, PhD… https://t.co/DsSBR8mAkq",[]
40,UCDavis_PHS,"Our mission is to improve the health of people using approaches based in epidemiology, biostatistics, health economics, and behavioral science.","Davis, CA",322,569,1341,0,"""The new T21 law has the potential, over time, of dramatically reducing the number of youth who begin smoking regul… https://t.co/2UkXIc5zH8",[]
41,HelperStream,Here to spread love and to help streamers and content creators get more attention. Follow and add @helperstream to your tweets. Retweets take up to 1 hr,Internet,84,1204,94671,0,"Black Americans are disproportionately affected by tobacco use (⬆️morbidity + mortality). -Monica Webb Hooper, PhD… https://t.co/DsSBR8mAkq",[]
42,MichaelOrndoff,#InfectiousDiseases @UniversityofKY #SemperFi,"Washington,DC,USA",63381,80753,483180,0,"Black Americans are disproportionately affected by tobacco use (⬆️morbidity + mortality). -Monica Webb Hooper, PhD… https://t.co/DsSBR8mAkq",[]
43,LAQuits,We're the #quitsmoking + #quitvaping team @lapublichealth tweeting tips to help you live Stronger. Healthier. Tobacco Free. 💪 Call a Quit Coach 📲@1800NOBUTTS.,Los Angeles County,361,1094,4439,0,Ready to end a toxic relationship? Talk to a quit coach today. 📲 Call 1-800-NO-BUTTS. #TobaccoFree… https://t.co/055OaROCQJ,"['TobaccoFree', 'NeverStopQuitting']"
44,JohnMcL57987717,President of CapitalQuest Group.   A Wisconsin Badger. Umpire for fun and to give back.,"Miami, FL",273,96,18961,0,"Black Americans are disproportionately affected by tobacco use (⬆️morbidity + mortality). -Monica Webb Hooper, PhD… https://t.co/DsSBR8mAkq",[]
45,LAQuits,We're the #quitsmoking + #quitvaping team @lapublichealth tweeting tips to help you live Stronger. Healthier. Tobacco Free. 💪 Call a Quit Coach 📲@1800NOBUTTS.,Los Angeles County,361,1094,4439,0,Menthol makes smokers inhale deeper. They get addicted faster. Quit Menthol. Quit smoking. 💪 Call 1-800-NO-BUTTS fo… https://t.co/Ef1MopBNCV,[]
46,oktoquit,"Quitting tobacco is hard. It's #OKtoQuit. Get free resources at http://oktoquit.com.
Grassroots social media campaign in OK focused on tobacco cessation.","Oklahoma, USA",201,70,456,0,Quit-smoking medicines can play an important role in your plan to become #tobaccofree. Talk to your healthcare prov… https://t.co/JjI9ROpEju,['tobaccofree']
47,cara_poland,"Board certified addiction medicine doctor, mother, wife, and friend","Michigan, USA",41,42,173,0,"Black Americans are disproportionately affected by tobacco use (⬆️morbidity + mortality). -Monica Webb Hooper, PhD… https://t.co/DsSBR8mAkq",[]
48,YngvildOlsen,"Doctor, addiction medicine specialist and internist, advocate, Norwegian origin. Author of The Opioid Epidemic: What Everyone Needs to Know","Baltimore, Maryland",670,1826,19168,0,"Black Americans are disproportionately affected by tobacco use (⬆️morbidity + mortality). -Monica Webb Hooper, PhD… https://t.co/DsSBR8mAkq",[]
49,AlbertaQuits,AlbertaQuits offers a variety of services to support Albertans who have a desire to quit or reduce their tobacco use. It is operated by Alberta Health Services.,"Alberta, Canada",854,974,8590,0,Quit-smoking medicines can play an important role in your plan to become #tobaccofree. Talk to your healthcare prov… https://t.co/JjI9ROpEju,['tobaccofree']
50,CDCChronic,CDC’s Center to help people and communities prevent chronic disease and promote public health & wellness for all. Following / being followed / RT ≠ endorsement.,"Atlanta, Georgia",163,27365,60369,0,Quit-smoking medicines can play an important role in your plan to become #tobaccofree. Talk to your healthcare prov… https://t.co/JjI9ROpEju,['tobaccofree']
51,klbarnes,,,1019,180,11935,0,"Black Americans are disproportionately affected by tobacco use (⬆️morbidity + mortality). -Monica Webb Hooper, PhD… https://t.co/DsSBR8mAkq",[]
52,NMCPHC,"We are 700+ #PublicHealth experts supporting the #health & #Readiness of @USNavy, @USMC, #veterans & #milfams #worldwide. (following ≠ endorsement)",Worldwide,916,1385,7844,0,Quit-smoking medicines can play an important role in your plan to become #tobaccofree. Talk to your healthcare prov… https://t.co/JjI9ROpEju,['tobaccofree']
53,Cabell_HlthDept,"The mission of CHHD is to promote health, prevent disease, and educate the community on public health issues.","703 7th Ave, Huntington, WV",734,1273,10036,0,Quit-smoking medicines can play an important role in your plan to become #tobaccofree. Talk to your healthcare prov… https://t.co/JjI9ROpEju,['tobaccofree']
54,CDCTobaccoFree,"Learn about the harmful effects of smoking, smokeless tobacco, and secondhand smoke.

http://bit.ly/CDCTFCommentPolicy","Atlanta, GA",178,35948,8165,5,Quit-smoking medicines can play an important role in your plan to become #tobaccofree. Talk to your healthcare prov… https://t.co/JjI9ROpEju,['tobaccofree']
55,DrDinD,We must be ever wary of those who do not take responsibility for their actions. - Thomas Harding,norcal,32918,32882,408225,0,"Black Americans are disproportionately affected by tobacco use (⬆️morbidity + mortality). -Monica Webb Hooper, PhD… https://t.co/DsSBR8mAkq",[]
56,lipiroy,"Physician | Speaker | Writer | Television Medical Commentator | Medical Director, COVID Isolation Sites @HousingWorks | NYU | IG: @lipiroyMD | Tweets my own","New York, USA",4949,17774,18399,9,"Black Americans are disproportionately affected by tobacco use (⬆️morbidity + mortality). -Monica Webb Hooper, PhD… https://t.co/DsSBR8mAkq",[]
57,LegalA1ien,$VGX $VYGVF $TAAT,,223,11,133,0,"@POTUS reduced nicotine? @TryTaat @TAATGlobal #NicotineFree #TobaccoFree 
@WSJ","['NicotineFree', 'TobaccoFree']"
58,LAQuits,We're the #quitsmoking + #quitvaping team @lapublichealth tweeting tips to help you live Stronger. Healthier. Tobacco Free. 💪 Call a Quit Coach 📲@1800NOBUTTS.,Los Angeles County,361,1094,4439,0,"Cigarette butts are the most commonly littered item, and the toxic chemicals that leach out of them can be harmful… https://t.co/DabrY7yrv3",[]
59,MrRedRed,"AVMS Project Manager @DraperInc #Christian #Father #HappilyMarried #Reds & #RedSox Go #Gators #DaBears From way downtown, Bang! Just Tweet It.","Hagerstown, IN",3545,1692,1522,0,"Join us for the next Coalition meeting April 27th in New Castle, IN (DM for details) #tobaccofree #quitnow… https://t.co/9ErhEOxuT9","['tobaccofree', 'quitnow', 'YouCanDoIt']"
60,smokefreeprojct,San Diego Smoke-Free Project supports communities & policy makers adopt robust tobacco control measures to protect youth & priority populations. SAY San Diego,San Diego County,111,17,22,0,Not okay with #SingleUsePlastics? Help your friends #QuitVape! Text 66819 for free support! #EarthDay #TobaccoFree https://t.co/1prYTexG4S,"['SingleUsePlastics', 'QuitVape', 'EarthDay', 'TobaccoFree']"
61,JoeyHentzler,"Proud Kansan. Here for the fight. 🌻 ""Raise less corn and more hell."" - Mary Lease | Opinions + misspellings are mine.",,1397,857,3408,0,"In 2018, LiveWell helped Douglas County Commission raise the tobacco age to 21.  It's 2021 and we're getting the te… https://t.co/PkSnEZ3K5M",[]
62,JoeyHentzler,"Proud Kansan. Here for the fight. 🌻 ""Raise less corn and more hell."" - Mary Lease | Opinions + misspellings are mine.",,1397,857,3408,0,1/5 high school students vaped last year - up from 1/20 in 2018. Cities and localities across the country have adop… https://t.co/rmxsCI1xQK,[]
63,LiveWellDGKS,"Communities where we all thrive. 
Our mission: leading a movement to build communities that support the health and well-being of all.","Douglas County, KS",1089,2248,2083,1,"In 2018, LiveWell helped Douglas County Commission raise the tobacco age to 21.  It's 2021 and we're getting the te… https://t.co/PkSnEZ3K5M",[]
64,LiveWellDGKS,"Communities where we all thrive. 
Our mission: leading a movement to build communities that support the health and well-being of all.","Douglas County, KS",1089,2248,2083,1,1/5 high school students vaped last year - up from 1/20 in 2018. Cities and localities across the country have adop… https://t.co/rmxsCI1xQK,[]
65,Compadres_LAC,"Helping to create thriving smoke and tobacco-free schools, clinics and neighborhoods.
Funded by the California Tobacco Control Program under contract #17-10975","Downey, CA",102,62,316,0,Earth Day is just a few days away. Did you know cigarette butts are toxic waste? Let's keep the outdoors and wildli… https://t.co/zCRdvJ6RlV,[]
66,rise_california,"RISE (Rural Initiatives Strengthening Equity) supports rural tobacco prevention projects through resources, training & educational materials.",,160,45,94,0,Happy #EarthDay! Secondhand smoke doesn't belong in our outdoor recreational areas such as parks and trails. Find o… https://t.co/d9nAXQG1qM,['EarthDay']
67,smokefreeprojct,San Diego Smoke-Free Project supports communities & policy makers adopt robust tobacco control measures to protect youth & priority populations. SAY San Diego,San Diego County,111,17,22,2,Today let's recognize the impact of single use plastics. #Vape devices are #plasticpollution. Quit today for a heal… https://t.co/TWXftmIU2C,"['Vape', 'plasticpollution']"
68,UplandHemp,"All natural, high quality hemp derived products.
#Elevated",,218,112,152,0,"To the kief lovers, this ones for you🤭 
Our ultra premium 2gram pre-filled Kief Coated Hempwoods delivers rich and… https://t.co/DQAGcxrP2L",[]
69,LindaSarna1,,"Los Angeles, CA",36,40,53,0,Happy #EarthDay 2021! Today is also #UCLA's 8th anniversary being smoke &amp; #tobaccofree. Good to reflect on… https://t.co/4BxDIEKdRh,"['EarthDay', 'UCLA', 'tobaccofree']"
70,lahari_chanakya,"Dr. Lahari, Radiation Oncologist, & Dr. Ajay Chanakya, Surgical Oncologist & Robotic Surgeon have begun a cancer awareness program called 'Mission Cancer Care'","Hyderabad, Telangana, India",15,4,27,0,"#Tobacco consumed in any form is the primary risk factor to not one but many cancers. 

Switch to a tobacco-free li… https://t.co/PxuVLb82h5",['Tobacco']
71,UCLABreatheWell,,"Los Angeles, CA",39,36,142,0,Happy #EarthDay 2021! Today is also #UCLA's 8th anniversary being smoke &amp; #tobaccofree. Good to reflect on… https://t.co/18ps09TjYz,"['EarthDay', 'UCLA', 'tobaccofree']"
72,UCLATobaccoFree,,"Los Angeles, CA",35,58,146,0,Happy #EarthDay 2021! Today is also #UCLA's 8th anniversary being smoke &amp; #tobaccofree. Good to reflect on… https://t.co/4BxDIEKdRh,"['EarthDay', 'UCLA', 'tobaccofree']"
73,UCLABreatheWell,,"Los Angeles, CA",39,36,142,2,Happy #EarthDay 2021! Today is also #UCLA's 8th anniversary being smoke &amp; #tobaccofree. Good to reflect on… https://t.co/4BxDIEKdRh,"['EarthDay', 'UCLA', 'tobaccofree']"
74,UCLATobaccoFree,,"Los Angeles, CA",35,58,146,1,Happy #EarthDay 2021! Today is also #UCLA's 8th anniversary being smoke &amp; #tobaccofree. Good to reflect on… https://t.co/18ps09TjYz,"['EarthDay', 'UCLA', 'tobaccofree']"
75,qckwitted1,"words that are spoken are words remembered through our ears, but words that go unspoken echo through the years... #DeedsNotWords #Resistance #VoteBlue #Veteran","Mississippi, USA by way of NY",2400,1120,43601,0,"CONGRATULATIONS @qckwitted1!!! You are the winner of the BU Tobacco Free April Giveaway. Enjoy your HP Stream 11.6""… https://t.co/JjsQbFWQeb",[]
76,revt23,Happily married.  Co-host: #SuccotashShutIn & #AntiSocialShow.  Host: #TysonSanerGamer. Gamertag: TheSanerz. STEAM: tysonsaner. http://www.tysonsaner.com :),CA,4998,4555,81733,0,"“We don’t smoke that 💩. We just sell it.” - Big Tobacco executive, 1991 

#TakeDownTobacco #OUTTobacco #TobaccoFree… https://t.co/7sCqxeAvKY","['TakeDownTobacco', 'OUTTobacco', 'TobaccoFree']"
77,BUTobaccoFree,,"Mississippi, USA",398,134,127,1,"CONGRATULATIONS @qckwitted1!!! You are the winner of the BU Tobacco Free April Giveaway. Enjoy your HP Stream 11.6""… https://t.co/JjsQbFWQeb",[]
78,SMCOETweet,Excellence and equity in education. Every student. Every teacher. Every school.,San Mateo County,625,1630,3820,0,"All San Mateo County students in grades 6-12 are invited to participate in our Break the Vape PSA Contest!

Find ru… https://t.co/IDKWYB56P6",[]
79,PreventiveBot,Created by Doctor @KrittanawongMD. A bot that collects Tweets about preventive medicine. Learn the secrets to living the longest and healthiest life possible!!,,0,60,3975,0,"Brown Ribbon Month!
#worldnotobaccoday #abovetheinfluence #truthcampaign #smokingkills #stroke #heartdisease… https://t.co/6zNBtFYPxb","['worldnotobaccoday', 'abovetheinfluence', 'truthcampaign', 'smokingkills', 'stroke', 'heartdisease', 'cancer']"
80,PreventiveBot,Created by Doctor @KrittanawongMD. A bot that collects Tweets about preventive medicine. Learn the secrets to living the longest and healthiest life possible!!,,0,60,3975,0,"Brown Ribbon Month!
#worldnotobaccoday #abovetheinfluence #truthcampaign #smokingkills #stroke #heartdisease… https://t.co/Mvl3JICPG8","['worldnotobaccoday', 'abovetheinfluence', 'truthcampaign', 'smokingkills', 'stroke', 'heartdisease', 'cancer']"
81,MarlyCSilverman,,"Deerfield Beach, FL",1001,237,6198,0,"Brown Ribbon Month!
#worldnotobaccoday #abovetheinfluence #truthcampaign #smokingkills #stroke #heartdisease… https://t.co/6zNBtFYPxb","['worldnotobaccoday', 'abovetheinfluence', 'truthcampaign', 'smokingkills', 'stroke', 'heartdisease', 'cancer']"
82,HealthyFLPBC,Florida Department of Health in Palm Beach County.  Disclaimer: http://goo.gl/2FBxF3,"Palm Beach County, FL",349,5076,779,2,"Brown Ribbon Month!
#worldnotobaccoday #abovetheinfluence #truthcampaign #smokingkills #stroke #heartdisease… https://t.co/6zNBtFYPxb","['worldnotobaccoday', 'abovetheinfluence', 'truthcampaign', 'smokingkills', 'stroke', 'heartdisease']"
83,HealthyFLPBC,Florida Department of Health in Palm Beach County.  Disclaimer: http://goo.gl/2FBxF3,"Palm Beach County, FL",349,5076,779,1,"Brown Ribbon Month!
#worldnotobaccoday #abovetheinfluence #truthcampaign #smokingkills #stroke #heartdisease… https://t.co/Mvl3JICPG8","['worldnotobaccoday', 'abovetheinfluence', 'truthcampaign', 'smokingkills', 'stroke', 'heartdisease']"
84,LAQuits,We're the #quitsmoking + #quitvaping team @lapublichealth tweeting tips to help you live Stronger. Healthier. Tobacco Free. 💪 Call a Quit Coach 📲@1800NOBUTTS.,Los Angeles County,361,1094,4439,0,Stress can get overwhelming or trigger cravings. Call 1-800-NO-BUTTS for tips to stay quit. 📲💡 #wednesdaythought… https://t.co/SzTAWMHnrK,['wednesdaythought']
85,CalNcpc,The Nicotine & Cannabis Policy Center conducts policy research to help reduce tobacco-related death & disease in 11 counties of the SJV and adjoining mountains.,"California, USA",430,173,1901,0,Interested in promoting change in your community? @TobaccoFreeKids &amp; #cvspharmacy have partnered to create… https://t.co/w8s38sN1eN,['cvspharmacy']
86,Sujeeth4u,Happy,,66,12,18,0,"This is what something our Indian Government should focus....
#smokefree #tobaccofree #cancerfreeindia #Indian

Gre… https://t.co/byCSssPbuW","['smokefree', 'tobaccofree', 'cancerfreeindia', 'Indian']"
87,MaraAgu78939255,"Educadora para la Salud
Amante del ejercicio
Colibríes
Perritos ❤️
Emprendedora
Buena vibra ✨",,8,3,58,0,Our expert @ayadav24 shared his insights on guidelines adopted for implementing Article 5.3 of #WHO #FCTC and why i… https://t.co/Hp4Qc0FGM1,"['WHO', 'FCTC']"
88,LAQuits,We're the #quitsmoking + #quitvaping team @lapublichealth tweeting tips to help you live Stronger. Healthier. Tobacco Free. 💪 Call a Quit Coach 📲@1800NOBUTTS.,Los Angeles County,361,1094,4439,0,"Going #TobaccoFree is easier with a game plan. Call 1-800-NO-BUTTS today to work with a Quit Coach 𝗳𝗼𝗿 𝗳𝗿𝗲𝗲! 🏀 

Fo… https://t.co/UnZYPhoUNh",['TobaccoFree']
89,jc_george,#ControlTabaco🚭☠️,México,3218,389,3102,0,Our expert @ayadav24 shared his insights on guidelines adopted for implementing Article 5.3 of #WHO #FCTC and why i… https://t.co/Hp4Qc0FGM1,"['WHO', 'FCTC']"
90,OhCayCay,"VP Partnerships - Sparks, WNBA, NBA, NFL, FEI. Clevelander, Floridian, Californian.","Brentwood, Los Angeles",1035,455,4859,0,"Going #TobaccoFree is easier with a game plan. Call 1-800-NO-BUTTS today to work with a Quit Coach 𝗳𝗼𝗿 𝗳𝗿𝗲𝗲! 🏀 

Fo… https://t.co/UnZYPhoUNh",['TobaccoFree']
91,LiveWellDGKS,"Communities where we all thrive. 
Our mission: leading a movement to build communities that support the health and well-being of all.","Douglas County, KS",1089,2248,2083,0,Let’s break the trend by supporting our college students with policies that protect their health. To read more abou… https://t.co/Lejb8w8XWG,[]
92,LiveWellDGKS,"Communities where we all thrive. 
Our mission: leading a movement to build communities that support the health and well-being of all.","Douglas County, KS",1089,2248,2083,0,College students may be graduating not only with a degree but also with nicotine addiction. The percent of college… https://t.co/BCCrdDGhlG,[]
